spotify_id,name,artists,country,popularity,duration_ms,album_name,album_release_date,danceability,energy,key,loudness,speechiness,acousticness,liveness,valence,tempo,spotify_url,mood
7so0lgd0zP2Sbgs2d7a1SZ,Die With A Smile,"Lady Gaga, Bruno Mars",,90,251667,MAYHEM,7/3/2025,0.519,0.601,6,-7.727,0.0317,0.289,0.126,0.498,157.964,https://open.spotify.com/track/7so0lgd0zP2Sbgs2d7a1SZ,joyful
2RkZ5LkEzeHGRsmDqKwmaJ,Ordinary,Alex Warren,,87,186964,"You'll Be Alright, Kid (Chapter 1)",26/9/2024,0.368,0.694,2,-6.141,0.06,0.704,0.055,0.391,168.115,https://open.spotify.com/track/2RkZ5LkEzeHGRsmDqKwmaJ,energetic
6dOtVTDdiauQNBQEDOtlAB,BIRDS OF A FEATHER,Billie Eilish,,99,210373,HIT ME HARD AND SOFT,17/5/2024,0.747,0.507,2,-10.171,0.0358,0.2,0.117,0.438,104.978,https://open.spotify.com/track/6dOtVTDdiauQNBQEDOtlAB,energetic
4wJ5Qq0jBN4ajy7ouZIV1c,APT.,"ROSÉ, Bruno Mars",,92,169917,rosie,6/12/2024,0.777,0.783,0,-4.477,0.26,0.0283,0.355,0.939,149.027,https://open.spotify.com/track/4wJ5Qq0jBN4ajy7ouZIV1c,energetic
0fK7ie6XwGxQTIkpFoWkd1,like JENNIE,JENNIE,,95,123517,Ruby,7/3/2025,0.811,0.743,10,-5.321,0.0611,0.281,0.0868,0.815,130.019,https://open.spotify.com/track/0fK7ie6XwGxQTIkpFoWkd1,energetic
6iOndD4OFo7GkaDypWQIou,La Plena - W Sound 05,"W Sound, Beéle, Ovy On The Drums",,92,150001,La Plena (W Sound 05),19/2/2025,0.894,0.643,5,-3.485,0.132,0.543,0.101,0.659,99.039,https://open.spotify.com/track/6iOndD4OFo7GkaDypWQIou,energetic
2262bWmqomIaJXwCRHr13j,Sailor Song,Gigi Perez,,96,211978,Sailor Song,26/7/2024,0.494,0.413,11,-10.432,0.0254,0.682,0.193,0.273,94.938,https://open.spotify.com/track/2262bWmqomIaJXwCRHr13j,energetic
3sK8wGT43QFpWrvNQsrQya,DtMF,Bad Bunny,,98,237117,DeBÍ TiRAR MáS FOToS,5/1/2025,0.625,0.131,7,-27.405,0.0717,0.177,0.0807,0.032,136.02,https://open.spotify.com/track/3sK8wGT43QFpWrvNQsrQya,energetic
3xkHsmpQCBMytMJNiDf3Ii,Beautiful Things,Benson Boone,,93,180304,Fireworks & Rollerblades,5/4/2024,0.472,0.471,10,-5.692,0.0603,0.151,0.14,0.219,105.029,https://open.spotify.com/track/3xkHsmpQCBMytMJNiDf3Ii,energetic
35ISBknsCeZQtq66xABI9g,Messy,Lola Young,,90,284066,This Wasn't Meant For You Anyway,21/6/2024,0.798,0.562,9,-5.913,0.0375,0.11,0.122,0.647,110.991,https://open.spotify.com/track/35ISBknsCeZQtq66xABI9g,energetic
3QaPy1KgI7nu9FJEQUgn6h,WILDFLOWER,Billie Eilish,,96,261466,HIT ME HARD AND SOFT,17/5/2024,0.467,0.247,6,-12.002,0.0431,0.612,0.17,0.126,148.101,https://open.spotify.com/track/3QaPy1KgI7nu9FJEQUgn6h,energetic
2HRqTpkrJO5ggZyyK6NPWz,Espresso,Sabrina Carpenter,,91,175459,Short n' Sweet,23/8/2024,0.699,0.776,0,-5.282,0.0293,0.131,0.205,0.708,103.963,https://open.spotify.com/track/2HRqTpkrJO5ggZyyK6NPWz,energetic
3LPLRNr58Z9Pn0clnEtkXb,Anxiety,Doechii,,87,249302,Alligator Bites Never Heal (Extended),14/3/2025,0.807,0.596,0,-6.818,0.0394,0.321,0.105,0.881,129.013,https://open.spotify.com/track/3LPLRNr58Z9Pn0clnEtkXb,energetic
2LHNTC9QZxsL3nWpt8iaSR,Abracadabra,Lady Gaga,,88,223398,MAYHEM,7/3/2025,0.679,0.906,10,-3.443,0.0632,0.0119,0.229,0.652,126.01,https://open.spotify.com/track/2LHNTC9QZxsL3nWpt8iaSR,energetic
5UJbgR4XF4y1DvbkxEqe8S,Sports car,Tate McRae,,88,165045,So Close To What,20/2/2025,0.861,0.815,11,-3.672,0.0349,0.0505,0.1,0.886,106.978,https://open.spotify.com/track/5UJbgR4XF4y1DvbkxEqe8S,energetic
2lTm559tuIvatlT1u0JYG2,BAILE INoLVIDABLE,Bad Bunny,,97,367725,DeBÍ TiRAR MáS FOToS,5/1/2025,0.168,0.00332,10,-46.113,0.0615,0.192,0.112,0.219,119.387,https://open.spotify.com/track/2lTm559tuIvatlT1u0JYG2,energetic
2u9S9JJ6hTZS3Vf22HOZKg,NOKIA,Drake,,94,241023,$ome $exy $ongs 4 U,14/2/2025,0.537,0.727,5,-4.184,0.15,0.247,0.173,0.508,106.037,https://open.spotify.com/track/2u9S9JJ6hTZS3Vf22HOZKg,energetic
1UPB5rYJ0bzn6mNSoAHrZC,You'll Be in My Heart - Spotify Singles,NIKI,,88,241776,Spotify Singles,14/9/2022,0.486,0.613,9,-8.748,0.0394,0.0569,0.126,0.633,187.531,https://open.spotify.com/track/1UPB5rYJ0bzn6mNSoAHrZC,romantic
5ITV0zqzjOYfFWpW0xBmRa,Show Me Love,"WizTheMc, bees & honey",,93,176965,Show Me Love,7/2/2025,0.714,0.691,1,-7.333,0.0434,0.0212,0.111,0.155,107.15,https://open.spotify.com/track/5ITV0zqzjOYfFWpW0xBmRa,energetic
7tI8dRuH2Yc6RuoTjxo4dU,Who,Jimin,,90,170887,MUSE,19/7/2024,0.66,0.756,0,-3.743,0.032,0.00289,0.193,0.838,116.034,https://open.spotify.com/track/7tI8dRuH2Yc6RuoTjxo4dU,energetic
6AI3ezQ4o3HUoP6Dhudph3,Not Like Us,Kendrick Lamar,,96,274192,Not Like Us,4/5/2024,0.898,0.472,1,-7.001,0.0776,0.0107,0.141,0.214,101.061,https://open.spotify.com/track/6AI3ezQ4o3HUoP6Dhudph3,energetic
0FTmksd2dxiE5e3rWyJXs6,back to friends,sombr,,91,199032,back to friends,27/12/2024,0.436,0.723,1,-2.291,0.0301,9.37e-05,0.0929,0.235,92.855,https://open.spotify.com/track/0FTmksd2dxiE5e3rWyJXs6,energetic
5tlb0AxuzsMWL2GtEppXGX,Multo,Cup of Joe,,82,237692,Silakbo,17/1/2025,0.473,0.561,11,-7.504,0.0445,0.433,0.0973,0.442,208.053,https://open.spotify.com/track/5tlb0AxuzsMWL2GtEppXGX,energetic
0WbMK4wrZ1wFSty9F7FCgu,"Good Luck, Babe!",Chappell Roan,,95,218423,"Good Luck, Babe!",5/4/2024,0.7,0.582,11,-5.96,0.0356,0.0502,0.0881,0.785,116.712,https://open.spotify.com/track/0WbMK4wrZ1wFSty9F7FCgu,energetic
4oB8Xd7gMlUEtWoD8bmCXW,Morena,"Neton Vega, Peso Pluma",,92,193728,Mi Vida Mi Muerte,14/2/2025,0.697,0.776,4,-7.409,0.0308,0.379,0.341,0.189,118.007,https://open.spotify.com/track/4oB8Xd7gMlUEtWoD8bmCXW,energetic
17phhZDn6oGtzMe56NuWvj,Lose Control,Teddy Swims,,92,210688,I've Tried Everything But Therapy (Part 1),15/9/2023,0.561,0.604,9,-4.409,0.0337,0.199,0.104,0.242,159.92,https://open.spotify.com/track/17phhZDn6oGtzMe56NuWvj,energetic
3siwsiaEoU4Kuuc9WKMUy5,No One Noticed,The Marías,,92,236906,Submarine,31/5/2024,0.705,0.339,7,-10.612,0.0278,0.552,0.12,0.457,97.989,https://open.spotify.com/track/3siwsiaEoU4Kuuc9WKMUy5,energetic
0DMJz677XfXiiruhIELu2e,VITAMINA,"Jombriel, DFZM, Jøtta",,90,208743,VITAMINA,27/2/2025,0.815,0.746,10,-4.855,0.0528,0.015,0.056,0.768,92.007,https://open.spotify.com/track/0DMJz677XfXiiruhIELu2e,energetic
6393yGahSJ9slVdOwSxOVR,Pink Pony Club,Chappell Roan,,88,258034,The Rise and Fall of a Midwest Princess,21/9/2023,0.61,0.65,6,-6.199,0.0474,0.399,0.11,0.507,106.719,https://open.spotify.com/track/6393yGahSJ9slVdOwSxOVR,energetic
6J5kc12BW5HuP3d7C3vvx8,EoO,Bad Bunny,,94,204768,DeBÍ TiRAR MáS FOToS,5/1/2025,0.36,0.464,10,-29.598,0.0702,0.749,0.0825,0.184,63.662,https://open.spotify.com/track/6J5kc12BW5HuP3d7C3vvx8,energetic
5G2f63n7IPVPPjfNIGih7Q,Taste,Sabrina Carpenter,,92,157279,Short n' Sweet,23/8/2024,0.674,0.907,3,-4.086,0.064,0.101,0.297,0.721,112.964,https://open.spotify.com/track/5G2f63n7IPVPPjfNIGih7Q,energetic
6Qyc6fS4DsZjB2mRW9DsQs,Iris,The Goo Goo Dolls,,92,289533,Dizzy up the Girl,1/1/1998,0.315,0.715,11,-8.072,0.0362,0.00125,0.0942,0.497,155.925,https://open.spotify.com/track/6Qyc6fS4DsZjB2mRW9DsQs,energetic
5XeFesFbtLpXzIVDNQP22n,I Wanna Be Yours,Arctic Monkeys,,93,183956,AM,9/9/2013,0.464,0.417,0,-9.345,0.0256,0.136,0.0974,0.479,67.528,https://open.spotify.com/track/5XeFesFbtLpXzIVDNQP22n,energetic
5yJaXWIErrrsjQ3J0eR5aK,The Night We Met,Lord Huron,,70,208226,Strange Trails,7/4/2015,0.44,0.378,2,-9.545,0.045,0.968,0.639,0.105,174.121,https://open.spotify.com/track/5yJaXWIErrrsjQ3J0eR5aK,energetic
2QjOHCTQ1Jl3zawyYOpxh6,Sweater Weather,The Neighbourhood,,92,240400,I Love You.,22/4/2013,0.612,0.807,10,-2.81,0.0336,0.0495,0.101,0.398,124.053,https://open.spotify.com/track/2QjOHCTQ1Jl3zawyYOpxh6,energetic
4sTlQPMyoFMPdhAJvErBN3,PASSO BEM SOLTO - Slowed,ATLXS,,89,116072,PASSO BEM SOLTO,23/4/2024,0.602,0.867,1,-5.698,0.0312,0.00702,0.259,0.399,115.899,https://open.spotify.com/track/4sTlQPMyoFMPdhAJvErBN3,energetic
3be9ACTxtcL6Zm4vJRUiPG,blue,yung kai,,92,214357,blue,2/8/2024,0.746,0.317,4,-11.982,0.0342,0.933,0.121,0.585,97.49,https://open.spotify.com/track/3be9ACTxtcL6Zm4vJRUiPG,energetic
6WatFBLVB0x077xWeoVc2k,Si Antes Te Hubiera Conocido,KAROL G,,93,195824,Si Antes Te Hubiera Conocido,21/6/2024,0.924,0.668,11,-6.795,0.0469,0.446,0.0678,0.787,128.027,https://open.spotify.com/track/6WatFBLVB0x077xWeoVc2k,energetic
5TFD2bmFKGhoCRbX61nXY5,NUEVAYoL,Bad Bunny,,94,183685,DeBÍ TiRAR MáS FOToS,5/1/2025,0.142,0.195,6,-20.024,0.139,0.265,0.204,0.12,137.922,https://open.spotify.com/track/5TFD2bmFKGhoCRbX61nXY5,energetic
1edcyazKIdKrIuz9cWpXU6,twilight zone,Ariana Grande,,79,198320,eternal sunshine deluxe: brighter days ahead (a cappella version),27/3/2025,0.729,0.476,5,-7.381,0.0303,0.102,0.0995,0.202,114.923,https://open.spotify.com/track/1edcyazKIdKrIuz9cWpXU6,dark
4eLDmhsJW3JoZTXCAozHor,Loco,Neton Vega,,86,186521,Mi Vida Mi Muerte,14/2/2025,0.849,0.708,1,-5.502,0.0686,0.0741,0.139,0.636,91.981,https://open.spotify.com/track/4eLDmhsJW3JoZTXCAozHor,energetic
3D24ErT1MMmUfXWotSj2A2,ME JALO,"Fuerza Regida, Grupo Frontera",,92,212002,MALA MÍA,19/12/2024,0.47,0.75,2,-5.887,0.112,0.216,0.169,0.62,79.814,https://open.spotify.com/track/3D24ErT1MMmUfXWotSj2A2,energetic
2Ufc72Ojfx9lR30r5srBPB,Sdudla or Slender,"Shandesh, Mvzzle",ZA,66,224187,Sdudla or Slender,12/3/2025,0.848,0.68,11,-10.33,0.0662,0.0915,0.0425,0.815,127.052,https://open.spotify.com/track/2Ufc72Ojfx9lR30r5srBPB,energetic
3CLA4E7HOX6MBSjZG7hyhm,Di Chopper,"Shandesh, Mvzzle, Abi wa Mampela, Naleboy Young King",ZA,55,265762,Di Chopper,11/4/2025,0.757,0.722,6,-9.878,0.0589,0.156,0.0575,0.887,127.063,https://open.spotify.com/track/3CLA4E7HOX6MBSjZG7hyhm,energetic
2tUXE87QNnoVQZApV3uyVZ,Ngisakuthanda,"Zee Nxumalo, TBO, PYY Logdrum King, DJ Tearz, Dr Thulz",ZA,66,412092,Ngisakuthanda,6/9/2024,0.767,0.814,8,-5.779,0.0555,0.00891,0.0668,0.546,112.998,https://open.spotify.com/track/2tUXE87QNnoVQZApV3uyVZ,energetic
1SBdVvoxfFvuO6BVY9WqnI,Uvume Kanjani?,LIMIT NALA,ZA,62,284055,Uvume Kanjani?,21/3/2025,0.641,0.721,7,-5.911,0.0272,0.647,0.0945,0.787,129.982,https://open.spotify.com/track/1SBdVvoxfFvuO6BVY9WqnI,energetic
6VBfzBgHu8tFeeg2ZQO4gH,Wayengenalutho,MENZI MUSIC,ZA,63,312293,Sizesiguge,6/12/2024,0.591,0.962,9,-4.144,0.0397,0.201,0.0849,0.93,68.517,https://open.spotify.com/track/6VBfzBgHu8tFeeg2ZQO4gH,energetic
3RCMGDpJlWeEgCLhOz63oa,Ngiyakuthanda,MENZI MUSIC,ZA,60,283062,Sizesiguge,6/12/2024,0.556,0.924,7,-5.459,0.0365,0.424,0.335,0.833,136.027,https://open.spotify.com/track/3RCMGDpJlWeEgCLhOz63oa,energetic
0lhLSwvRKGHfIcVEz3uQK6,Laho,Shallipopi,ZA,76,144000,Laho,13/3/2025,0.965,0.435,6,-8.056,0.175,0.331,0.116,0.559,110.03,https://open.spotify.com/track/0lhLSwvRKGHfIcVEz3uQK6,energetic
2LeOHKRLm1Bz7eeNVinUYs,Esandleni,Nontokozo Mkhize,ZA,57,336600,Lindiwe,24/1/2025,0.477,0.683,4,-5.893,0.0395,0.0597,0.335,0.495,99.768,https://open.spotify.com/track/2LeOHKRLm1Bz7eeNVinUYs,energetic
7hO6BIPeHb0Y5v9bgXoxKg,Sohlala Sisonke,"Dlala Thukzin, Zeh McGeba, MK Productions",ZA,65,327457,Finally Famous Too,27/9/2024,0.715,0.765,7,-7.837,0.0363,0.124,0.0391,0.733,118.026,https://open.spotify.com/track/7hO6BIPeHb0Y5v9bgXoxKg,energetic
7mdvPu1ZAOIgMzr3sfpAqk,My Darling,Chella,ZA,75,146086,My Darling,26/3/2025,0.832,0.494,7,-9.27,0.0509,0.293,0.0894,0.619,115.032,https://open.spotify.com/track/7mdvPu1ZAOIgMzr3sfpAqk,energetic
79r4mAwHBAB1x5QnImlUM6,Ncono Siyeke,"Mshinwemali, Shenge wasehlalankosi",ZA,61,299363,Ncono Siyeke,10/9/2024,0.455,0.799,2,-8.831,0.0359,0.384,0.575,0.868,99.729,https://open.spotify.com/track/79r4mAwHBAB1x5QnImlUM6,energetic
6txAWGckgEGJIhLjhNdtE9,Residuals,Chris Brown,ZA,75,215178,11:11 (Deluxe),10/4/2024,0.58,0.645,6,-7.793,0.0821,0.342,0.108,0.171,114.905,https://open.spotify.com/track/6txAWGckgEGJIhLjhNdtE9,energetic
73XTer5tuPKNstPEW1eKwL,Naledi,"Mawelele, Naledi Aphiwe",ZA,60,203210,Time,7/3/2025,0.675,0.538,0,-2.631,0.0289,0.757,0.0964,0.5,94.962,https://open.spotify.com/track/73XTer5tuPKNstPEW1eKwL,energetic
53wwaMp15eGyE12Cm7sxLa,Ungukuphila,Xolly Mncwango,ZA,59,356306,Jesus Is Enough,20/11/2020,0.278,0.49,3,-11.191,0.0523,0.454,0.351,0.332,168.763,https://open.spotify.com/track/53wwaMp15eGyE12Cm7sxLa,energetic
0spmIF7xn9SuE5hH5ubT8f,Abazazi Bafunani,"Big Zulu, Emtee",ZA,43,229331,Icala Le Mpumelelo,11/4/2025,0.776,0.832,0,-5.267,0.043,0.26,0.195,0.694,101.267,https://open.spotify.com/track/0spmIF7xn9SuE5hH5ubT8f,energetic
5tIt860TkOItU0BRafiyzd,Sigade Umzila,Mthandeni SK,ZA,61,205400,Sigade Umzila,29/11/2024,0.705,0.882,1,-7.342,0.0368,0.339,0.208,0.883,89.968,https://open.spotify.com/track/5tIt860TkOItU0BRafiyzd,energetic
6OY9Y4MJKoj1COWKiUyZCN,Kusho Bani,Cassper Nyovest,ZA,62,224508,Kusho Bani,7/2/2025,0.721,0.664,2,-5.447,0.179,0.0151,0.0828,0.409,154.984,https://open.spotify.com/track/6OY9Y4MJKoj1COWKiUyZCN,energetic
5SvbnXu2wWe9e6ICWlMw1E,Ga Mmapula,"Shandesh, Hit Boss SA",ZA,57,261668,Ga Mmapula,24/1/2025,0.563,0.62,0,-6.482,0.24,0.203,0.061,0.641,81.572,https://open.spotify.com/track/5SvbnXu2wWe9e6ICWlMw1E,energetic
5cXQqSOPLb1ZYLBaRcR2LP,All My Life,"Mawelele, Kwesta",ZA,55,266526,Time,7/3/2025,0.69,0.401,8,-9.186,0.0493,0.749,0.111,0.463,95.009,https://open.spotify.com/track/5cXQqSOPLb1ZYLBaRcR2LP,energetic
0UUJITwaCJnhBECKzJmNTW,Inja Kabi Lena,"Umafikizolo, Nomfundo Moh",ZA,56,345704,Inja Kabi Lena,20/3/2025,0.66,0.969,11,-4.111,0.0377,0.28,0.146,0.717,134.008,https://open.spotify.com/track/0UUJITwaCJnhBECKzJmNTW,energetic
5nVQ2bPZjV9wlD2hboLe6l,Awuhlabe Kabili,LIMIT NALA,ZA,60,293877,Take Your Time,6/12/2024,0.707,0.818,7,-7.133,0.0306,0.376,0.0476,0.95,105.02,https://open.spotify.com/track/5nVQ2bPZjV9wlD2hboLe6l,energetic
4zZxynw8cwhCRlDl9pay2f,Diqabang,"Khathapillar, Sol Phenduka, Smash SA, Kamoh Xaba",ZA,62,402890,Diqabang,20/5/2024,0.711,0.52,2,-11.103,0.0331,0.102,0.13,0.363,111.993,https://open.spotify.com/track/4zZxynw8cwhCRlDl9pay2f,energetic
1lOtpeO2I2cjvN2CvbnpGW,Dear Ex Yami,"Mduduzi Ncube, Fanatic SA, Stallin Matsitsa, Caeser, Ayanda Art",ZA,59,278875,Dear Ex Yami,13/9/2024,0.679,0.765,6,-4.937,0.0658,0.351,0.0864,0.793,150.011,https://open.spotify.com/track/1lOtpeO2I2cjvN2CvbnpGW,energetic
3H8XWGDteOl8nmUqeYrHw5,Uvalo,"Usimamane, Sjava",ZA,60,324000,20th: Days Before Maud,13/9/2024,0.532,0.414,5,-7.992,0.0935,0.652,0.114,0.0987,159.958,https://open.spotify.com/track/3H8XWGDteOl8nmUqeYrHw5,energetic
3jTedBPHIIr48xoJchYHNH,Chokeslem,"Kharishma, Ba Bethe Gashoazen",ZA,59,221254,Chokeslem,24/5/2024,0.817,0.841,5,-4.173,0.0382,0.118,0.0772,0.336,125.989,https://open.spotify.com/track/3jTedBPHIIr48xoJchYHNH,energetic
0mh6Fg4hnUN8fzxBUD3Adl,DUBAI,"Kharishma, Shebeshxt, Naqua, Mr Diego",ZA,58,243853,DUBAI,24/2/2025,0.812,0.744,10,-9.058,0.0559,0.0471,0.0932,0.625,126.051,https://open.spotify.com/track/0mh6Fg4hnUN8fzxBUD3Adl,energetic
3uT8QfoX0BE8ZJa4h98LDW,Wrong Times,"Puppy, Dangrangto",VN,72,211200,Wrong Times,17/5/2023,0.809,0.42,8,-14.145,0.319,0.654,0.116,0.521,148.048,https://open.spotify.com/track/3uT8QfoX0BE8ZJa4h98LDW,nostalgic
6cc5PzJUddXskJGHJINw9F,DANCING IN THE DARK,SOOBIN,VN,70,227458,BẬT NÓ LÊN,25/6/2024,0.625,0.503,1,-10.565,0.0314,0.258,0.117,0.388,108.038,https://open.spotify.com/track/6cc5PzJUddXskJGHJINw9F,energetic
2KslE17cAJNHTsI2MI0jb2,Standing Next to You,Jung Kook,VN,85,206019,GOLDEN,3/11/2023,0.711,0.809,2,-4.389,0.0955,0.0447,0.339,0.816,106.017,https://open.spotify.com/track/2KslE17cAJNHTsI2MI0jb2,energetic
4nXrVH5xwN1w6TpmP7uu8n,Exit Sign,"HIEUTHUHAI, marzuz",VN,72,201589,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,16/10/2023,0.483,0.599,2,-7.564,0.39,0.848,0.153,0.175,75.375,https://open.spotify.com/track/4nXrVH5xwN1w6TpmP7uu8n,energetic
226ljdOTLM2clGpm4mZvAm,Love is,Dangrangto,VN,70,266758,Love is,27/6/2023,0.69,0.291,4,-16.499,0.0515,0.207,0.205,0.584,139.126,https://open.spotify.com/track/226ljdOTLM2clGpm4mZvAm,romantic
1o6cYDMHvKOfizi4d9Lqxr,id 072019,W/N,VN,66,271704,id 072019,31/7/2023,0.593,0.325,6,-11.214,0.0296,0.957,0.286,0.442,110.068,https://open.spotify.com/track/1o6cYDMHvKOfizi4d9Lqxr,energetic
265hQASPY3HFmUH38zZrSK,MOIEM,"Dangrangto, DONAL",VN,66,191834,MOIEM,6/11/2024,0.506,0.332,5,-11.503,0.0586,0.016,0.109,0.0945,76.37,https://open.spotify.com/track/265hQASPY3HFmUH38zZrSK,energetic
4IjFRncpS1t5cXKDzs68Iy,thap trap tu do - remix,Obito,VN,25,149543,thap trap tu do (remix),16/4/2025,0.681,0.717,10,-6.729,0.059,0.394,0.14,0.549,145.041,https://open.spotify.com/track/4IjFRncpS1t5cXKDzs68Iy,lofi
6D94p9ASguBcYlDC0o56vx,NOLOVENOLIFE,HIEUTHUHAI,VN,67,170898,Ai Cũng Phải Bắt Đầu Từ Đâu Đó,16/10/2023,0.812,0.703,4,-4.499,0.148,0.358,0.105,0.554,138.019,https://open.spotify.com/track/6D94p9ASguBcYlDC0o56vx,energetic
7ricDBUakN3N0YkkKE8Obu,mi refe,"Beéle, Ovy On The Drums",VE,91,159404,mi refe,5/12/2024,0.588,0.634,7,-5.112,0.273,0.417,0.0993,0.463,151.467,https://open.spotify.com/track/7ricDBUakN3N0YkkKE8Obu,energetic
5FLzweTtgQurkLPs0E7uEO,Priti,"Danny Ocean, Sech",VE,82,130968,Priti,20/3/2025,0.8,0.681,9,-7.307,0.0499,0.163,0.101,0.523,121.915,https://open.spotify.com/track/5FLzweTtgQurkLPs0E7uEO,energetic
4GZOxR1IuvoRiUz0gpmASl,sobelove,Beéle,VE,86,131827,sobelove,6/3/2025,0.756,0.721,8,-4.046,0.191,0.36,0.0794,0.715,111.994,https://open.spotify.com/track/4GZOxR1IuvoRiUz0gpmASl,energetic
31we7ZzWdSBEOKs5Ln6QVF,NUBES,"De La Rose, Omar Courtz",VE,82,271801,NUBES,3/4/2025,0.657,0.666,7,-3.786,0.0302,0.243,0.101,0.19,99.945,https://open.spotify.com/track/31we7ZzWdSBEOKs5Ln6QVF,energetic
50zAEIE4B1QqhPjRMK2Xmh,Running Wild,Jin,VE,81,151646,Happy - :') (Remixes),19/11/2024,0.487,0.711,8,-4.22,0.0322,0.000175,0.152,0.317,146.921,https://open.spotify.com/track/50zAEIE4B1QqhPjRMK2Xmh,energetic
2BE1Q5N4Enl1eRrM82uzsu,Solcito,"Miguel Bueno, Juan Duque",VE,86,144000,Solcito,13/3/2025,0.762,0.57,11,-6.598,0.0707,0.674,0.315,0.734,100.015,https://open.spotify.com/track/2BE1Q5N4Enl1eRrM82uzsu,energetic
61C7zXd4t2Zuhz6DRwgsLM,Volver,"Piso 21, Marc Anthony, Beéle",VE,85,232149,Volver,6/2/2025,0.478,0.793,11,-4.449,0.387,0.235,0.146,0.604,92.294,https://open.spotify.com/track/61C7zXd4t2Zuhz6DRwgsLM,energetic
2SPBFiD8iITb8CKJGz1TEQ,111,Yan Block,VE,84,153750,111,20/2/2025,0.792,0.498,4,-10.327,0.196,0.501,0.0951,0.14,127.974,https://open.spotify.com/track/2SPBFiD8iITb8CKJGz1TEQ,energetic
59D4DOkspUbWyMmbAPQkxZ,VOY A LLeVARTE PA PR,Bad Bunny,VE,94,156364,DeBÍ TiRAR MáS FOToS,5/1/2025,0.148,0.604,7,-35.032,0.0588,0.921,0.405,1e-05,106.295,https://open.spotify.com/track/59D4DOkspUbWyMmbAPQkxZ,energetic
5Fhr3wqeieN5WDkAsqL1JJ,MONA LISA,j-hope,VE,90,137191,MONA LISA,21/3/2025,0.799,0.805,1,-5.009,0.0372,0.0278,0.0535,0.96,137.952,https://open.spotify.com/track/5Fhr3wqeieN5WDkAsqL1JJ,energetic
4MUrUT38U98olfnyzMBCzm,KLOuFRENS,Bad Bunny,VE,90,199114,DeBÍ TiRAR MáS FOToS,5/1/2025,0.326,0.125,1,-32.45,0.148,0.703,0.18,0.306,106.974,https://open.spotify.com/track/4MUrUT38U98olfnyzMBCzm,energetic
3YrTrs2hJbLklaBdhr4TrH,ETA - RMX,"ROA, De La Rose, Luar La L, Yan Block, Omar Courtz",VE,76,462561,Private Suite (Vol. 2),13/12/2024,0.606,0.744,10,-4.661,0.208,0.436,0.109,0.558,87.993,https://open.spotify.com/track/3YrTrs2hJbLklaBdhr4TrH,energetic
60u6hcpH5Qm1M3xESdNBrB,frente al mar,Beéle,VE,84,165178,frente al mar,26/9/2024,0.75,0.682,10,-3.825,0.0945,0.168,0.112,0.618,100.036,https://open.spotify.com/track/60u6hcpH5Qm1M3xESdNBrB,energetic
0wPCYYvUU8igwiTAlbwVjF,La Botella,Maeso,VE,39,157565,La Botella,11/4/2025,0.794,0.507,2,-12.089,0.0522,0.41,0.114,0.677,114.989,https://open.spotify.com/track/0wPCYYvUU8igwiTAlbwVjF,energetic
6TT5rB0Rwneb6ZaopHQir4,el ingeniero,"Alleh, Yorghaki",VE,83,146857,LA CIUDAD,24/12/2024,0.808,0.671,8,-4.668,0.0931,0.0364,0.091,0.583,105.108,https://open.spotify.com/track/6TT5rB0Rwneb6ZaopHQir4,energetic
634CTghcuEDy2FXcTsLG5m,una noche,"Alleh, Yorghaki",VE,82,177049,LA CIUDAD,24/12/2024,0.878,0.754,7,-3.62,0.14,0.0214,0.0911,0.704,122.066,https://open.spotify.com/track/634CTghcuEDy2FXcTsLG5m,energetic
0Sr7ssScx54yxdM2ols7nW,Q U E V A S H A C E R H O Y ?,"Omar Courtz, De La Rose",VE,87,224022,PRIMERA MUSA,20/9/2024,0.56,0.681,6,-6.304,0.244,0.103,0.106,0.388,155.079,https://open.spotify.com/track/0Sr7ssScx54yxdM2ols7nW,energetic
7bywjHOc0wSjGGbj04XbVi,LUNA,"Feid, ATL Jacob",VE,90,196800,FERXXOCALIPSIS,1/12/2023,0.774,0.86,7,-2.888,0.13,0.131,0.116,0.446,100.019,https://open.spotify.com/track/7bywjHOc0wSjGGbj04XbVi,energetic
4Hkp1TiYqGYhknFwtUsbqd,ME GUSTAS CC,ROA,VE,76,173573,Private Suite (Vol. 2),13/12/2024,0.337,0.818,5,-5.261,0.149,0.303,0.111,0.457,87.429,https://open.spotify.com/track/4Hkp1TiYqGYhknFwtUsbqd,energetic
5QjmUqgpPQgXgg4606DqZF,UWAIE,Kapo,VE,86,172427,UWAIE,15/8/2024,0.705,0.783,9,-4.783,0.0403,0.138,0.0984,0.454,103.001,https://open.spotify.com/track/5QjmUqgpPQgXgg4606DqZF,energetic
4Ahfx9Q5X0vbRNUuX6aaUs,"Ale, Ale, Ale","Nacho, Kitty Soucre",VE,35,144000,Sobre La Roca,11/4/2025,0.712,0.871,5,-3.971,0.0899,0.0305,0.27,0.402,139.785,https://open.spotify.com/track/4Ahfx9Q5X0vbRNUuX6aaUs,energetic
7eNwwoxDR8KVzNAuGvliAO,Kyoto,"Omar Courtz, De La Rose, Haze",VE,82,247840,Kyoto,14/7/2023,0.732,0.753,9,-4.269,0.0512,0.235,0.568,0.405,94.978,https://open.spotify.com/track/7eNwwoxDR8KVzNAuGvliAO,energetic
